id_local,arquivo,lote,ordem,tipo_motor,potencia_cv,rpm,tensao,polos,frequencia,carcaca,ranhuras,pacote_mm,diametro_mm,capacitor,fio_principal,espiras_principal,passo_principal,fio_auxiliar,espiras_auxiliar,passo_auxiliar,status_revisao,motivos_bloqueio,fonte_extracao,confianca,precisa_humano,potencia_cv_original_auditor,potencia_cv_normalizada,audit_normalizacao_rastreavel,audit_power_trace_note,audit_tipo_motor_sugerido,audit_type_trace_note,audit_rpm_original,audit_rpm_normalizado,audit_rpm_trace_note,audit_outlier_mecanico,audit_outlier_trace_note,diametro_mm_original_auditor,diametro_mm_normalizado,espiras_principal_original_auditor,espiras_auxiliar_original_auditor,espiras_principal_normalizada,espiras_auxiliar_normalizada,audit_espiras_trace_note,audit_trace_note,alertas,alertas_warnings,alertas_criticos,n_alertas,n_alertas_blocking,n_alertas_warnings,n_alertas_criticos
000011,drive-download-20260408T000443Z-3-001_253069\REGULADOR CR.pdf,,11,outro,,,,,,,,,,,,,,,,,VERMELHO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.20,1,,,,,,,,,,,,,,,,,,,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia;S_pipeline_VERMELHO_REVISAR,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,3,2,0,2
000012,drive-download-20260408T000629Z-3-001_255314\bufalo 2.jpg,,12,outro,5,,220/380,4,,F700L,36,108,115,,20/19,28,8 10 12,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1,5,,,,,,,,,,,115,,28,,,,,,A10_tipo_vazio_ou_desconhecido;S_pipeline_AMARELO_REVISAR,,A10_tipo_vazio_ou_desconhecido,2,1,0,1
000013,drive-download-20260408T000629Z-3-001_255314\bufalo.jpg,,13,outro,3,1.700,220-380 440-760,4,,,36,10 cm,"9,3 cm",,18,35-36-36,8-12,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,3,,,,,,1.700,,nenhum_in_band; rpms=[700]; freq=,,,"9,3 cm",,35-36-36,,,,,,A10_tipo_vazio_ou_desconhecido;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=700,,A10_tipo_vazio_ou_desconhecido;A08_rpm_fora_faixa_polos_4p_(1200-1900)_rpm=700,2,2,0,2
000014,drive-download-20260408T000629Z-3-001_255314\GE 1.jpg,,14,trifasico,"1,5",,220/380,4,,,36,58,120,,1X22,60 MC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.90,0,"1,5",,,,,,,,,,,120,,60 MC,,,,,,,,,0,0,0,0
000015,drive-download-20260408T000629Z-3-001_255314\GE 2(1).jpg,,15,outro,"1,5",,220/380/440,4,,,36,58,120,,1X22,60 MC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.90,0,"1,5",,1,,trifasico,tensao_tripla_sem_auxiliar,,,,,,120,,60 MC,,,,,,A10_WARNING_tipo_inferido_com_evidencia=trifasico;tensao_tripla_sem_auxiliar,A10_WARNING_tipo_inferido_com_evidencia=trifasico;tensao_tripla_sem_auxiliar,,1,0,1,0
000016,drive-download-20260408T000629Z-3-001_255314\ge 2.jpg,,16,outro,1/2,,110,14,,,,77.8mm,79.8mm,,3/15 3/16,6,,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.60,1,1/2,,,,,,,,,,,79.8mm,,6,,,,,,A10_tipo_vazio_ou_desconhecido;S_pipeline_AMARELO_REVISAR,,A10_tipo_vazio_ou_desconhecido,2,1,0,1
000017,drive-download-20260408T000629Z-3-001_255314\GE 3.jpg,,17,outro,"0,5",,220 X 440,4,,,36,,,,1X24,100 CC,1-8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,"0,5",,,,,,,,,,,,,100 CC,,,,,,A10_tipo_vazio_ou_desconhecido,,A10_tipo_vazio_ou_desconhecido,1,1,0,1
000018,drive-download-20260408T000629Z-3-001_255314\ge 5.jpg,,18,trifasico,3,1740,220/380,4,,,36,62,140,,20c21,22,8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,3,,,,,,1740,,,,,140,,22,,,,,,,,,0,0,0,0
000019,drive-download-20260408T000629Z-3-001_255314\ge 6.jpg,,19,trifasico,10,1740,220/380,4,,,36,118,140,,16,13,1:8,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.75,0,10,,,,,,1740,,,,,140,,13,,,,,,,,,0,0,0,0
000020,drive-download-20260408T000629Z-3-001_255314\ge.jpg,,20,outro,50,,220/380,2,,,36,145mm,205mm,,1/16,7,10,,,,VERDE_AUTO_GEMINI,baixa_confianca_local,gemini,0.80,0,50,,,,,,,,,,,205mm,,7,,,,,,A10_tipo_vazio_ou_desconhecido,,A10_tipo_vazio_ou_desconhecido,1,1,0,1
000021,drive-download-20260408T000629Z-3-001_255314\ge4.jpg,,21,trifasico,2/4 CV,,380,4-8,,,36,105,137,,20,46,5,,,,AMARELO_REVISAR,baixa_confianca_local,gemini,0.70,1,2/4 CV,,,,,,,,,,,137,,46,,,,,,S_pipeline_AMARELO_REVISAR,,,1,0,0,0
000022,drive-download-20260408T000652Z-3-001_228997\siemens.jpg,,22,outro,25,3500,,,,,,,,,3/18,34,14-16-18,,,,AMARELO_REVISAR,faltando_obrigatorio;baixa_confianca_local,gemini,0.80,1,25,,,,,,3500,,,,,,,34,,,,,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia;S_pipeline_AMARELO_REVISAR,,A10_tipo_vazio_ou_desconhecido;A09_tensao_vazia,3,2,0,2
